SF63528
19.58780
19.60730
19.49020
19.32080
19.34790
19.24560
19.17140
19.12360
19.00640
19.04570
18.99080
19.06300
19.08440
19.19020
19.12970
19.07710
18.98590
18.92800
19.03810
18.99720
19.16230
19.03880
19.10980
19.08240
19.10580
19.08000
19.08930
19.25240
19.25920
19.40840
19.35690
19.36250
19.25780
19.17780
19.18350
19.26520
19.13940
19.11850
19.16300
19.22010
19.26070
19.29780
19.30390
19.25970
19.37080
19.52250
19.49020
19.42430
19.30490
19.33200
19.32330
19.21760
19.00040
18.90980
18.86940
19.13690
19.01510
19.09890
19.32010
19.37930
19.37790
19.21690
19.22790
19.18050
19.17280
19.08050
18.97010
18.92290
18.83600
18.84320
18.77190
18.84890
18.95160
18.84800
18.83590
18.95780
19.00460
19.09420
18.94140
19.01200
19.00990
19.10140
19.00120
18.97810
19.04990
19.08370
19.26230
19.13740
19.19280
19.14270
19.12360
19.07100
19.14540
19.09080
19.03090
18.97550
19.01220
19.06580
19.05210
19.16520
19.23950
19.06830
19.64260
19.76090
19.60070
19.54180
19.70840
19.65280
19.20400
19.12220
19.13830
19.16450
19.14870
19.19240
19.10110
19.17530
18.98040
19.06610
19.18330
19.22710
19.14420
19.16850
19.20870
19.07600
19.06940
19.05020
18.99470
19.04460
18.91160
19.00430
19.24250
19.12270
19.03070
18.98030
19.07810
19.02330
19.01080
19.01230
19.06590
19.13150
19.08940
19.06230
19.06990
19.09000
19.07470
18.99290
19.16270
19.31160
19.57310
19.62910
19.69530
19.51180
19.42830
19.58030
19.46300
19.57630
19.63650
19.56690
19.81530
19.75220
19.67980
19.74670
19.84020
19.90860
19.99340
20.03140
20.09880
20.06960
20.12530
20.00390
19.78060
19.68340
19.56230
19.53980
19.53540
19.54780
19.42650
19.36650
19.42620
19.35280
19.39810
19.44780
19.44590
19.45870
19.57750
19.63630
19.68080
19.73450
19.77920
19.79850
19.73680
19.52550
19.55220
19.58400
19.56890
19.47640
19.32170
19.26520
19.25200
19.21350
19.16020
19.14920
19.14220
19.10500
19.12580
19.08780
19.08200
19.05430
19.11670
19.16430
19.19480
19.10580
19.15250
19.21250
19.19530
19.13270
19.10680
19.10900
19.21780
19.45430
19.42280
19.20630
19.36870
19.48000
19.41380
19.39870
19.44680
19.51850
19.56070
19.61130
19.53520
19.57170
19.56780
19.47070
19.36880
19.32470
19.23020
19.23620
19.17850
19.04550
18.97020
18.91650
18.95420
18.96400
18.91330
18.93850
18.96430
18.94450
18.84520
18.87270
18.86420
18.88170
18.86730
18.82700
18.88520
18.79800
18.84530
18.77320
18.82150
18.81200
18.80770
18.79300
18.73880
18.67250
18.70070
18.68830
18.80180
18.83130
18.94070
18.80220
18.70670
18.78530
18.90820
18.67970
18.62450
18.66450
18.77630
18.76530
18.67400
18.63080
18.64580
18.57120
18.57150
18.59520
18.59100
18.79920
18.91380
19.11970
19.08780
19.15850
19.39730
19.77600
19.69850
19.28370
19.53350
19.80950
20.16230
21.11170
21.02670
21.21300
22.15180
21.92880
23.05730
23.90080
24.08680
24.11130
25.07820
25.11850
24.29480
23.09700
23.51220
24.28530
23.48470
24.49180
24.10870
24.69380
24.68950
24.03880
24.09250
23.74270
23.56450
24.11550
24.20980
23.90120
24.00770
24.42480
24.58830
24.62300
24.85830
24.84920
24.38820
24.00020
23.92830
24.38120
23.83430
24.29420
24.05630
23.68050
23.86930
24.04870
24.21130
24.27080
23.95800
23.60320
23.60230
23.29620
22.96000
22.79280
22.56300
22.29320
22.36330
22.20400
22.17780
22.01680
21.68270
21.60430
21.83880
21.58370
21.65520
21.72520
21.92300
22.42520
22.33470
22.54350
22.21680
22.27830
22.60880
22.63000
22.44130
22.41300
22.66620
22.79630
22.97150
23.13250
23.08930
22.80780
22.52250
22.41470
22.28080
22.62130
22.82250
22.69450
22.53420
22.46330
22.61730
22.36470
22.30320
22.48970
22.62780
22.35970
22.25100
22.36270
22.38420
22.02750
21.96150
21.99070
22.17270
22.20120
22.61400
22.78450
22.40680
22.36520
22.48920
22.48500
22.34900
22.34570
22.26280
22.03130
22.05700
22.15350
22.05270
22.17600
22.03620
21.98400
21.97230
21.92020
22.11680
21.86020
21.88800
21.74450
21.83930
21.63830
21.61150
21.58870
21.71380
21.53770
21.27730
21.32100
21.07280
21.06920
20.98500
20.96970
21.50500
21.56820
22.08970
22.36780
22.44020
22.45730
22.35980
22.14380
21.95620
21.70250
21.39600
21.45070
21.49300
21.43180
21.18220
21.21830
21.36770
21.29980
21.38320
21.17650
21.13420
21.09020
21.06400
21.03000
20.92050
20.98180
20.87980
21.16480
21.37700
21.25080
21.15550
21.03450
20.76120
20.62000
20.36000
20.40180
20.57720
20.53030
20.48330
20.32120
20.23880
20.18580
20.11720
20.10120
20.05770
20.04650
20.04670
20.07770
20.13980
20.05080
20.04970
19.90830
19.78380
19.82130
19.75370
19.83680
19.95720
20.10750
20.17780
20.11130
19.95130
19.81730
19.94870
20.09050
20.05620
20.11750
19.85170
20.04770
19.94870
19.93520
19.90870
19.84570
19.94370
19.72500
19.91000
19.97050
20.11300
19.93730
19.79350
19.77930
19.78750
19.75700
19.67880
19.57930
19.73930
19.98330
20.15980
20.01520
20.21680
20.26970
20.22480
20.17220
20.19530
20.44350
20.13880
20.12270
20.09130
20.05880
19.95350
19.96220
19.95180
20.20230
20.22570
20.41650
20.42220
20.67830
20.58330
20.47520
20.85230
20.93900
20.61230
20.69030
20.89570
20.84980
21.26350
21.41770
21.25750
20.98530
20.71330
20.76370
20.57530
20.68280
20.44150
20.48230
20.57880
20.64080
20.78820
20.76620
20.56770
20.60470
20.60250
20.44000
20.24830
20.16120
20.17650
20.08900
20.16300
20.09500
20.07350
20.05830
19.92700
19.91580
19.81450
19.88770
19.87400
19.88650
19.86950
19.83620
19.97850
19.97120
20.09780
20.18220
20.19020
20.22350
20.20770
20.18380
19.92230
19.88600
19.88480
20.09400
20.04950
19.84870
19.80280
19.83130
19.81430
19.88100
19.95100
19.87200
19.89030
19.87830
19.94870
19.94420
19.92130
19.89270
19.92770
20.06050
19.93280
19.79700
19.77280
19.68970
19.70020
19.88230
19.90650
20.12350
20.05880
20.42920
20.70020
20.60000
20.57120
20.25050
20.04830
19.79300
19.80270
19.81570
19.90620
20.03680
19.88170
19.85320
19.96580
19.99150
20.00700
19.88000
19.85770
19.99880
19.89920
19.94120
19.85370
20.00000
20.13480
20.19070
20.18120
20.02380
20.02450
19.97700
19.95350
19.84480
19.84550
19.85200
19.89200
19.95470
19.92930
20.00370
20.06480
20.10380
19.95300
19.89070
19.86030
19.88630
19.99120
20.01070
20.11750
20.40200
20.39070
20.29670
20.29330
20.35220
20.22930
20.14030
20.06050
19.96150
19.97030
19.89920
19.88780
19.94400
19.93830
19.93180
19.87170
19.86770
19.90350
19.90030
19.98530
20.17350
20.14380
20.03280
20.02800
20.11180
20.10520
20.30600
20.49770
20.56230
20.51030
20.57470
20.58180
20.69470
20.60400
20.72930
20.80170
20.77670
20.68270
20.60750
20.46720
20.35870
20.26470
20.18500
20.26430
20.18370
20.18970
20.18880
20.19300
20.32550
20.52970
20.85980
20.83520
20.62420
20.39250
20.32650
20.28330
20.47020
20.46520
20.50720
20.80920
20.69120
20.76280
20.82830
20.96320
21.21070
21.43570
21.54620
21.81850
21.73330
21.44530
21.27100
21.30330
21.41770
21.20470
21.09070
20.93300
21.03280
20.89220
20.93830
21.16500
21.23930
20.92380
20.73370
20.73630
20.78230
20.75270
20.65820
20.61120
20.68280
20.57700
20.58350
20.51570
20.46720
20.58900
20.47420
20.39770
20.45880
20.42370
20.44530
20.37850
20.36600
20.36070
20.31180
20.30020
20.40300
20.46000
20.45070
20.45980
20.63080
20.66830
20.64150
20.73830
20.85970
20.63520
20.58000
20.60030
20.55620
20.73250
20.64130
20.50080
20.41480
20.41880
20.41100
20.39920
20.33350
20.29780
20.30630
20.28250
20.29770
20.24350
20.65250
20.44650
20.42570
20.52720
20.71930
20.70330
20.92620
21.19470
21.37750
20.96770
20.97430
20.96950
20.89080
20.87430
20.70350
20.55850
20.41450
20.27820
20.18000
20.13130
19.95770
20.11950
19.99420
19.86320
19.91120
19.84320
19.74430
19.90120
20.06650
20.16050
20.12000
20.00930
19.84070
19.79670
19.93770
20.04470
20.03830
20.18020
20.31830
20.29920
20.35600
20.47070
20.56700
20.37280
20.40750
20.33500
20.25350
20.22180
20.10850
20.31720
20.37200
20.25920
20.32000
20.14430
20.07820
